epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.50242,0.89371,3.05187,1.55982,0.00962,1,0.995,0.796,0.64894,3.66756,1.18705,0,0,0
2,19.3439,1.13193,3.03074,1.83395,0.00971,1,0.995,0.796,0.63152,3.65658,1.22927,7.21645e-06,7.21645e-06,7.21645e-06
